"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Initiatives","Project Milestone ID","Project Milestone","SLA Status","UUID","Time in status (minutes)","Related to","Blocked by","Duplicate of"
"DRP-44","DRP_02","Polish + unify mobile UI (dashboard, voting, detail, nav, wizard)","A cohesive polish + unification pass on the Expo mobile app, addressing a full punch-list of UX/consistency complaints and unifying as many components as possible into one shared vocabulary. Work lands on branch `feat/redo-from-previous-meetup` (per direction to stay on it). Design spec: `docs/superpowers/specs/2026-06-04-mobile-polish-unify-design.md`.

## Decisions

* Dashboard: pinned pink ""N ACTION(S) REQUIRED"" panel + colour-coded **Going / Open / Done** segmented filter (default Going).
* Detail top: meetup title in the back bar; group drops to a hero sub-line.

## Punch-list (all must be addressed)

 1. Voting screen ugly; add-activity vs add-time inconsistent -> one `AddComposer`.
 2. Add-time Add/Cancel not in theme -> themed mini-buttons.
 3. Detail top shows only the group (arbitrary) -> meetup title in bar.
 4. Dashboard ""chopped"" -> one card system, contained action panel.
 5. Bottom bar: highlight active tab (filled pill, visible boundaries).
 6. Voting / live-RSVP / after meetup screens inconsistent -> one hero shell + rhythm.
 7. Badge slop (""weigh in"", ""you've had your say"") -> terse `StatusPill`.
 8. ""Action required"" + count -> ""N ACTION(S) REQUIRED"".
 9. Account -> top-right avatar circle on Meetups + Groups; drop Account tab.
10. Filter ugly -> coloured segmented control, default Going.
11. Awaiting bug: cleared/past/unvoted shown in Awaiting -> routed to Done.
12. Sort by time; past harder to show.
13. Kill ""3 on the table"" everywhere.
14. Time-left must be obvious/scary -> one big `Countdown`.
15. Reduce slop copy globally.
16. Going shows upcoming; truly past separated into Done.
17. Event card: ""3 going"" text only, remove face pile.
18. Unify inconsistent shared components (the big theme).
19. Wizard: split location/notes from deadlines into separate steps.

## Unification targets

One header (`ScreenHeader` replacing Heading+BackBar), one segmented control (`Segmented` replacing Tabs+Toggle), one add affordance (`AddComposer`), one `Countdown`, one small-pill family (`Pill`/`StatusPill`/DateChip), one checkbox (`SelectCheck` everywhere; kill bespoke CheckRow box), shared status predicates (`lib/status.ts`), Button `sm`+`ghost`.

## Verification

`pnpm lint` + `pnpm typecheck` + `pnpm test` green; adversarial multi-agent review of categorization correctness + unification completeness + punch-list coverage before done.","Done",,"High",,,"gonglx8@gmail.com","gonglx8@gmail.com","",,,,,"Thu Jun 04 2026 20:34:18 GMT+0000 (GMT+00:00)","Thu Jun 04 2026 21:34:04 GMT+0000 (GMT+00:00)","Thu Jun 04 2026 20:34:18 GMT+0000 (GMT+00:00)",,"Thu Jun 04 2026 21:34:04 GMT+0000 (GMT+00:00)",,,,,"",,,,"3e60e95c-578d-461b-84b3-27ae4920b4db",15225,,,
"DRP-45","DRP_02","Bottom sheet not keyboard-safe: keyboard covers Edit details fields/Save","On mobile, opening the on-screen keyboard while editing a meetup (the ""Edit details"" bottom sheet) covered the lower fields (Notes) and the Save button, since the sheet content was hidden behind the keyboard.

Root cause: the edit form (and the conditional people-picker) render inside `BottomSheet`, a `Modal` pinned to `flex-end`. React Native does not move modal content for the keyboard automatically.

Fix: wrap the sheet container in a `KeyboardAvoidingView` (`behavior: ""padding""` on iOS, matching the existing `ScreenScroll` convention) so `flex-end` lifts the sheet above the keyboard; the scrim still fills behind it. Fixes every `BottomSheet` consumer at once.

Commit: d885e0f on `dev`. Verified: typecheck, biome, and the full mobile test suite (165 passing).","Done",,"Medium",,,"gonglx8@gmail.com",,"",,,,,"Fri Jun 05 2026 12:08:53 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 12:08:53 GMT+0000 (GMT+00:00)",,,"Fri Jun 05 2026 12:08:53 GMT+0000 (GMT+00:00)",,,,,"",,,,"9b4e2011-db09-4add-9456-3232d5d14cd2",14350,,,
"DRP-46","DRP_02","Spec-driven test suite + CI Postgres gate","Retroactive ticket for the test infrastructure + suite shipped on `feat/redo-from-previous-meetup` and merged to `dev` (PR #40). Tracked here so the board reflects it (it is one of the strongest ""stable product / architecture"" artifacts for the M3 review).

## What

* DB-backed tRPC `createCaller` integration harness with a per-process throwaway Postgres, making the whole `events.ts` plan lifecycle testable for the first time.
* React Native render + tRPC-mock harness for mobile screens.
* \~566 spec-derived tests (derived from ARCHITECTURE.md / CLAUDE.md, not mirrored from the code), which caught and fixed 2 real bugs (create + addCandidate minute-dedup).
* Fixed the mobile jest non-exit hang (`--forceExit`).
* CI: added a postgres:16 service to node.js.yml and a new dev-check.yml gate (lint + typecheck + test on push/PR to `dev`).

End state: `pnpm check` is green (lint + typecheck + 521 tests + quality).

## Refs

Commits 537c9b1, 380f921, fa13337, 67eb69e, 72129c6, f647ea1. Summary: docs/summary/2026-06-05-1206-massive-spec-driven-test-overhaul.md","Done",,"High",,,"gonglx8@gmail.com","gonglx8@gmail.com","",,,,,"Fri Jun 05 2026 12:10:13 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 12:10:13 GMT+0000 (GMT+00:00)",,,"Fri Jun 05 2026 12:10:13 GMT+0000 (GMT+00:00)",,,,,"",,,,"fd6f5bc4-6ac9-4056-b9f0-fe0d4d871e07",14349,,,
"DRP-47","DRP_02","M3 review polish + hardening","Pre-M3-review work from a full multi-lens codebase critique (2026-06-05). The codebase is green (`pnpm check` passes: lint + typecheck + 521 tests + quality); these are demo polish, interview-driven UX, and small robustness fixes, not firefighting.

## P0 - before the review

- [ ] Demo locally (`pnpm phone` / `pnpm web` reseed on boot); do NOT demo off the stale live App Runner backends (prod runs pre-[DRP-42](https://linear.app/drp-02/issue/DRP-42/redo-start-a-meetup-from-a-previous-one) code).
- [ ] Seed a ""Going"" plan for u_dev so the default Dashboard tab is not empty (cleared plan with a future startsAt + a u_dev ""yes"").
- [ ] Soften the conditional ""Go if \[people\]"" copy + default to ""At least one"" (felicity could not name friends on camera, even privately).
- [ ] Bottom-tab inactive label contrast: muted -> ink (App.tsx:107).
- [ ] Add docs/demo.md presenter script + note the **DEV** ""Decide now"" lock path.

## P1 - polish week (correctness)

- [ ] Settle-on-write: respond/unrespond reject after momentEndsAt; toggleReaction/addCandidate/setOptOut reject after decidesBy (events.ts).
- [ ] SEED_ON_BOOT fail-safe default (if-empty, not the destructive reset) (index.ts:102).
- [ ] GroupDetail self-remove dead-end: add `me` to groups.get, hide self remove.
- [ ] Moment answer buttons guard when liveMsLeft <= 0 (EventDetail).
- [ ] RespondInput stray cond (bug #3) server strip + un-skip test.
- [ ] Future-time validation on create/lock (defense in depth).

## P1 - polish week (UX / rubric)

- [ ] Relative / quick-preset times on the create times step (reuse the already-built shared expandWindow).
- [ ] Surface the thesis (anonymity / momentum / no-organiser) in SignIn tagline + vote-board + moment copy.
- [ ] First-run onboarding / ""what is a group?"" empty-state explainers.
- [ ] 12h vs 24h time-format consistency.
- [ ] a11y labels on the shared ui/ primitives.

## P2 - defer past deadline

duration/end-time (Notes already covers ""park 12-3"") · location-as-place (Maps Linking) · delete dead window.ts band subsystem · durable lock.ts de-dup · web DateTimeField weekday (only if web is graded).","Done",,"High",,,"gonglx8@gmail.com","gonglx8@gmail.com","",,,,,"Fri Jun 05 2026 12:10:32 GMT+0000 (GMT+00:00)","Wed Jun 10 2026 11:58:53 GMT+0000 (GMT+00:00)",,,"Wed Jun 10 2026 11:58:53 GMT+0000 (GMT+00:00)",,,,,"",,,,"3dc6da2a-960f-49ff-9c79-4c64caaf8371",7160,"DRP-42",,
"DRP-48","DRP_02","Fix 36 bugs from full-project code review (parallel bug hunt)","Whole-project bug hunt (multi-agent code review) surfaced 36 verified findings (30 CONFIRMED, 6 PLAUSIBLE; 35 bugs + 1 cleanup). Fixing all via file-owned parallel lanes on `dev`, committed in modular chunks. This issue tracks the batch.

## High

* `apps/api/src/routers/groups.ts` removeMember: no last-member guard -> removing the final member permanently orphans the group.
* `apps/api/src/routers/events.ts` respond/unrespond/addCandidate/toggleReaction/lock: gate on stale stored phase (loadEvent never settles) -> writes accepted after the moment/decides-by deadline (blind-window violation).

## Medium (server)

* events.ts lock UPDATE has no phase guard in WHERE -> double-lock clobbers the moment window.
* events.ts lock bypasses the post-deadline fizzle rule (two settle paths disagree).
* events.ts toggleReaction +1 insert lacks onConflictDoNothing -> concurrent +1 hits PK -> 500.
* events.ts create does not trim/dedupe activity candidates -> defeats both-axes-pinned moment shortcut.
* events.ts create accepts past startsAt -> plan born already-expired, silent self-fizzle.
* groups.ts removeMember leaves the removed user's reactions/responses/opt-outs (keep counting toward tally/quorum/reveal).
* groups.ts addMember: no user-existence check -> FK violation surfaced as 500.
* index.ts RATE_LIMIT_MAX / RATE_LIMIT_WINDOW / PORT: `??`-vs-empty-string trap (outage / random port).
* shared/schemas.ts startsAt/decidesBy/replyBy bare z.string() -> malformed timestamps cross the boundary.

## Medium (mobile)

* lib/status.ts moment branch missing declined guard -> opted-out members falsely nagged.
* EventDetail.tsx CAS conflict does not refresh baseline -> spurious save-again loop.
* CreateWizard.tsx timeIsos not minute-deduped -> preview diverges from server.
* CreateWizard.tsx stale decidesInvalid permanently disables Send.
* GroupDetail.tsx error flag never reset; unsaved rename clobbered on reload.
* ui/DateTimeField.tsx seed ignores min/max -> out-of-bounds dismiss-commit.

## Low / Plausible / Cleanup

* events.ts whitespace/duplicate activity labels; toggleReaction non-atomic +/opt-out.
* CreateWizard.tsx decidesInvalid missing lower bound; no activity cap (>10 -> generic error).
* EventDetail.tsx partial CAS save does not reload.
* admin/reset-auth.ts byte-length vs code-unit-length -> RangeError -> 500.
* db/schema.ts responses missing unique(event_id,user_id) and FK on user_id (+ migration).
* notifications.ts moment-open ping cancelled-not-rescheduled.
* lib/auth.ts empty-string firstName kept (blank name/avatar).
* GroupDetail.tsx optimistic addable removal on failed addMember.

Verification: pnpm typecheck + lint + test (API tests DB-backed). Generated by Claude Code multi-agent review.","Done",,"High",,,"gonglx8@gmail.com",,"",,,,,"Fri Jun 05 2026 13:18:15 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 13:40:02 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 13:18:15 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 13:40:01 GMT+0000 (GMT+00:00)",,,,,"",,,,"a5659b13-0dd1-4318-8bb0-a5eca95b6a34",14259,,,
"DRP-49","DRP_02","Refactor sweep (2026-06-05): 47 verified code-quality clusters","Tracking issue for the `/simplify-refactor` pass run on 2026-06-05. A massively-parallel, behavior-preserving code-quality review (236 agents) over the whole repo excluding `archive/`, build output, generated migrations, and tests-as-production.

**No features, no bug fixes, no behavior changes.** Every cluster below survived an adversarial skeptic agent prompted to refute it.

## Pipeline

* 236 agents -> **275 raw findings** -> **112 clusters** -> **47 survived adversarial verification**.
* Full write-up (problem, change steps, before/after sketch, files, effort/risk/impact per cluster): `docs/refactor/2026-06-05-refactor-report.md` in the repo.

## Headline wins

* **Performance (highest raw impact):** two N+1 query-storm clusters - `groups.mine/get` and `events.mine/get` - load per-row data inside loops; bulk loaders are the biggest individual win.
* **The 982-line** `events.ts` **god-file:** the ""open the blind moment"" transition is encoded twice (auto-lock vs manual-lock); the `events.mine`/`events.get` caller-derivation preamble is copy-pasted; several helpers are misnamed.
* **Mobile dedup + theme drift:** date/time parsing duplicated between `lib/format.ts` and `ui/DateTimeField`; deadline math duplicated across `CreateWizard`/`Dashboard`/`EventDetail`; hardcoded hex/spacing literals that should use `theme.ts` tokens; user-facing copy inlined in screens instead of `lib/copy.ts`.
* **Type-chain consistency:** per-screen `Awaited<ReturnType<...>>` instead of a shared `RouterOutputs`; bare-string wizard step keys instead of a typed union; duplicated text-length bounds across Zod schemas.

Effort skews small: 40 S, 6 M, 1 L. All low-or-medium risk.

## Top of the roadmap

| \# | Epic | Effort | Risk | Impact |
| -- | -- | -- | -- | -- |
| 1 | Export shared RouterOutputs/RouterInputs from lib/trpc.ts instead of per-screen Awaited<ReturnType<...>> | S | low | med |
| 2 | Single-source the test-DB connection coordinates + terminate/drop sweep | S | low | med |
| 3 | Lift deadlineMs into status.ts; route Dashboard + EventDetail through it | S | low | med |
| 4 | Make wizard step keys a shared typed union | S | low | med |
| 5 | Fix N+1 query storms in groups.mine/get (+ shared user-card projection) | M | low | high |
| 6 | Rename misleading getter/action/field helpers in events.ts | S | low | med |
| 7 | Rename EventDetail's lookalike state pairs (editNote/editNotes, editing/editable) | S | low | med |
| 8 | Single-source text-length bounds across input schemas | S | low | med |
| 9 | Replace DateTimeField's private parse helpers with the shared lib/format contract | M | low | med |
| 10 | Replace events.mine/get per-plan N+1 loads with a shared bulk loader | L | med | high |

The remaining 37 clusters (naming, dead-code, theme-token adoption, copy centralization, smaller dedup) are detailed in the report. To execute: pull a cluster from the report and run `/simplify-refactor apply` or implement directly - each is independently shippable in one commit. Run `pnpm lint && pnpm typecheck && pnpm test` before each PR.","Done",,"No priority",,,"gonglx8@gmail.com",,"Improvement",,,,,"Fri Jun 05 2026 13:24:56 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 15:07:58 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 13:48:06 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 15:07:58 GMT+0000 (GMT+00:00)",,,,,"",,,,"7550d183-6621-47d6-8bdf-86e86f28c2f3",14171,,,
"DRP-50","DRP_02","M4: group onboarding - invite links + join codes + first-run","M4 goal: make BeThere a complete product by letting a real person actually get into a group. Today the only ""add member"" path is the seeded-demo-user picker (`groups.addableUsers`), so a friend who installs the app can't be added - there is no invite, join code, or link anywhere.

Design (brainstormed): WhatsApp/Partiful-style **shareable link + short human-typeable join code** per group, on top of the existing Google sign-in. **Web-first** (Expo web on Vercel is the live surface): a web invite is just a URL you open + sign in; the join **code** is the universal primitive that also works on native and survives a flaky link. The same path-based `/join/<code>` link becomes a native universal link later with zero backend change.

Scope (all of it):

* **Join bridge**: `groups.invite_code` column + generator; `groups.joinByCode`, `groups.inviteByGroup` procedures; React Navigation linking (`join/:code`); `pendingInvite` continuity across the web OAuth redirect; `JoinGroup` screen; invite BottomSheet in GroupDetail (code + share + copy); ""Join a group"" entry in GroupsList.
* **First-run polish**: real display names in rosters (capture Clerk name on upsert + `users.updateProfile` + editable name in Account); zero-group empty-state guidance.
* **Create-during-onboard**: after creating a group, land on its shareable invite.
* Remove the seeded picker from the primary UI (keep behind dev flag for tests).

Plan file: /Users/gong/.claude/plans/we-finished-milestone-3-tranquil-quasar.md
Approach: design workflow -> backend -> mobile -> adversarial review workflow -> verify. Commit in modular chunks on `dev`.","Done",,"High",,,"gonglx8@gmail.com","gonglx8@gmail.com","",,,,,"Mon Jun 08 2026 15:19:26 GMT+0000 (GMT+00:00)","Mon Jun 08 2026 16:15:53 GMT+0000 (GMT+00:00)","Mon Jun 08 2026 15:19:26 GMT+0000 (GMT+00:00)",,"Mon Jun 08 2026 16:15:53 GMT+0000 (GMT+00:00)",,,,,"",,,,"33292434-2f2b-45ec-a28a-484f246eb61e",9783,"DRP-51",,
"DRP-51","DRP_02","M4 documentation deliverables: pitch leaflet, copyright/legal report, HCD portfolio, impact cover-story, quantitative evaluation","Produce the M4 + Project Documentation (20%) deliverables, grounded in the team's real research (43-response survey + 7 interviews), product model, tech stack, and the Linear/git iteration history. No fabricated data.

Deliverables (all under `docs/m4/`):

* **DESIGN_LANGUAGE.md** - reusable visual brand kit / AI prompt (done)
* **pitch-leaflet.html** - Project Pitch Leaflet (10%), print-ready A4
* **copyright-legal-report.md** - Copyright/Legal Issues Report (10%): dependency + licence table, legal discussion
* **hcd-portfolio.md** - Human Centred Design Techniques Portfolio (80%): personas, stakeholder map, AEIOU, insights/opportunity, journey maps, service blueprint, prototyping techniques, testing plan canvas, feedback-to-change traceability, impact, cover story, reflection
* **cover-story.html** - M4 ""impact asset"" (positive wider impact) as a speculative magazine cover
* **quantitative-evaluation.md** - M4 quantitative + objective evaluation: real survey analysis + ready-to-run SUS/task-success instruments + iteration comparison

Drafted via a multi-agent workflow (parallel drafting -> adversarial rubric critique -> finalize), then to be human-reviewed.

**Team follow-up:** run the SUS / task-success instruments with 5-8 target users to fill the `[TEAM TO FILL]` cells in the quantitative evaluation before submission.","In Progress",,"High",,,"gonglx8@gmail.com",,"HCD",,,,,"Mon Jun 08 2026 15:36:51 GMT+0000 (GMT+00:00)","Mon Jun 15 2026 11:18:16 GMT+0000 (GMT+00:00)","Mon Jun 08 2026 15:36:51 GMT+0000 (GMT+00:00)",,,,,,,"",,,,"d66a5007-5d8e-42ef-8f4d-edd9beee3f82",9822,"DRP-29, DRP-50",,
"DRP-52","DRP_02","refactor: whole-repo simplify pass (28 verified clusters) - /simplify-refactor","Behavior-preserving code-quality pass over the whole monorepo via `/simplify-refactor` (apply + aggressive), on branch `refactor/simplify-pass`.

**Status: DONE - all 28 clusters applied and verified.** Each is its own commit; the full series is `d7b8603` (report) -> `77393dc` (last cluster), 28 cluster commits, `lint + typecheck + test` green at the end (API 395/0, mobile 193, shared pass). Net: 24 files, +439/-370.

**Report:** `docs/refactor/2026-06-08-refactor-report.md` (full per-cluster detail, before/after sketches).

Reviewed every in-scope source file across 7 lenses (186 agents): 142 raw findings -> 188 after cross-cut -> 55 candidate clusters -> **28 adversarially-verified**, all low-risk and behavior-preserving. No feature/API/DB/UX changes.

Applied (apply order):

- [X] 1\. Extract the shared candidate-sort comparator (startsAt asc, activities last) in events.ts (`8732694`)
- [X] 2\. Extract the activity-candidate {id,label} projection feeding resolveActivity/displayActivity (`777fa88`)
- [X] 3\. Extract a time-candidate selector + readyToLock derivation in events.ts (`b4d169b`)
- [X] 4\. Unify the per-event vs bulk row mappers in events.ts (responses, reactions, candidate sort) (`46ec809`)
- [X] 5\. Extract the settle+phase-gate preamble shared by 5 gated mutations in events.ts (`fd64418`)
- [X] 6\. Consolidate repeated error-message literals and the caller opt-out clear in events.ts (`a35d2bd`)
- [X] 7\. Name the UserCard shape and centralize the row-to-card projection in db/users.ts (`6005290`)
- [X] 8\. Tighten events.ts exports and local naming (loadEvent export, 'now' alias, 'existing' var) (`31722fd`)
- [X] 9\. Fix shared/schemas.ts naming and doc drift (ResolveInput/ByGroupInput comments, NOTES_MAX) (`63103e2`)
- [X] 10\. Extract the resolve-group-by-invite-code preamble in groups.ts (`eea5b5b`)
- [X] 11\. Use batched getUserCards in groups.get (drop the N+1 per-member roster query) (`704e648`)
- [X] 12\. Refresh stale schema.ts comments and document the frozen legacy columns (status, isAnonymous) (`cbd59c6`)
- [X] 13\. Single-source the harness table list and derive its insert-override unions from the schema (`2bf9efa`)
- [X] 14\. Remove the dead shared formatInviteCode helper (`4a79bae`)
- [X] 15\. Single-source the weekday/day/month label in lib/format (dayUpper kept as-is) (`6f34358`)
- [X] 16\. Remove the orphaned formatCountdown vocabulary (and its dead SEC_MS const) (`1d7c4b4`)
- [X] 17\. Route DateTimeField's time label through lib/format and tokenize the web shadow (`fb8d804`)
- [X] 18\. Single-source the wizard step list in lib/redo.ts (`e7b234a`)
- [X] 19\. Dedupe the ""Who's in?"" moment-open notification content in syncReminders (`a0b20b7`)
- [X] 20\. Remove the dead VERB_VOTE / VERB_VOTED copy constants (`fd1091e`)
- [X] 21\. Adopt useBusyAction in GroupDetail and fix its now-stale doc comment (`8dd5b93`)
- [X] 22\. Add an invite-mirror drift test and re-sync the lock.ts mobile mirror structure (`70f9f2d`)
- [X] 23\. Remove the dead add-time partOfDay parameter and the redundant CollectingView optedOut prop (`375c80e`)
- [X] 24\. Make saveEdit's field descriptors the single source for the conflict-adopt mapping (`1d963b2`)
- [X] 25\. Replace EventDetail's StatusHeading raw Text with AppText variant=""rowLabel"" (`e303af5`)
- [X] 26\. Have PersonRow own the trailing 'right' slot alignment instead of caller marginLeft:auto (`fa8eba0`)
- [X] 27\. Introduce an uppercase-overline text primitive/variant and route the inline copies through it (`e4bb092`)
- [X] 28\. Simplify CreateWizard derived state (replyShown fallback, activity count/list, canAdvance, STEPS) (`77393dc`)

*Filed as a single tracking issue (not 28 separate ones) since every cluster was verified low-risk and applied immediately. Branch* `refactor/simplify-pass` *is ready for a PR into* `dev` *(not yet pushed).*","Done",,"No priority",,,"gonglx8@gmail.com",,"Improvement",,,,,"Mon Jun 08 2026 22:10:15 GMT+0000 (GMT+00:00)","Tue Jun 09 2026 11:22:04 GMT+0000 (GMT+00:00)","Mon Jun 08 2026 22:10:15 GMT+0000 (GMT+00:00)",,"Mon Jun 08 2026 23:16:32 GMT+0000 (GMT+00:00)",,,,,"",,,,"7682ff92-fe45-422e-aabc-a7431e0eed23",9363,"DRP-54",,
"DRP-53","DRP_02","Refactor pass (2026-06-09): verified behavior-preserving cleanups","Tracking issue for the `/simplify-refactor everything apply + aggressive` pass.

A massively-parallel multi-lens code-quality review (186 agents) produced **158 findings -> 56 clusters -> 32 verified epics** (each survived an adversarial skeptic). All are **S effort, low risk, behavior-preserving**.

## Outcome (applied)

All 32 clusters applied on branch `refactor/aggressive-simplify`, **one cluster per commit** (33 commits incl. the report), each verified green before committing. Final branch state: **lint clean, typecheck clean, API 395 tests pass / 0 fail, mobile 193 tests pass**.

* **31 applied in full; 1 applied partially (#12); 0 blocked.**
* #12: the `Conditional`-type reuse half was applied; the `ActivityText.trim()` half was deliberately skipped (it would shift `addCandidate`'s max-length validation boundary - a real behavior change - since the handler already trims).
* Optional sub-items left undone by design: the `memberCounts` helper and `getGroup(id)` extraction in #8 (the high-value edits were applied).

Full report (problem / before-after / files per cluster + apply log): `docs/refactor/2026-06-09-refactor-report.md`.

No `refactor` label exists in this team and I lack permission to create one, so this is tagged `Improvement`.

### Clusters (all committed)

**API / shared**

- [X] 1\. `fallbackUserCard` helper in db/users.ts, used by both routers
- [X] 2\. Reuse shared `CandidateReaction` in events.ts (drop 5x inline type)
- [X] 3\. Extract the toggleReaction reaction-row predicate (built 2x)
- [X] 4\. Share the ""clear my response"" delete (respond/unrespond)
- [X] 5\. Unify addCandidate with create's insert + minute/activity dedupe helpers
- [X] 6\. Shared `isTerminalPhase` helper (cleared/fizzled) for the API side
- [X] 7\. `groupBy` map idiom + per-table member-purge dedup
- [X] 8\. Consolidate group reads (reuse getGroupNames, drop dead getGroupName)
- [X] 9\. Share `memberIdsOf` so events.ts stops re-inlining the member-id query
- [X] 10\. Drive `pgEnum` tuples from the shared `z.enum` single source
- [X] 11\. Parameterize the repeated `FieldEdit.refine(max, message)` in UpdateEventInput
- [X] 12\. Reuse shared `Conditional` type (ActivityText.trim half skipped - behavior change)
- [X] 31\. Share the seed time-candidate start-extraction

**Mobile**

- [X] 13\. EventDetail CountdownBanner reuses `activeDeadline`'s label
- [X] 14\. Rename MomentView's editing/onEdit -> reanswering/onChangeAnswer
- [X] 15\. De-dup CreateWizard confirm-step SummaryItem note logic
- [X] 16\. CreateWizard: derive `isConcrete`, factor reply-close line
- [X] 17\. CreateWizard: use shared `DEADLINE_VOTING` constant
- [X] 18\. Route Dashboard no-groups title + CTA through copy.ts
- [X] 19\. compareActions reuses `activeDeadline`'s phase-to-field mapping
- [X] 20\. Extract one-shot route-param consume hook in GroupDetail
- [X] 21\. Shared bordered input-frame style constant (Field/DateTimeField/DateTimePill)
- [X] 22\. De-dup DateTimeField mode-gated picker props
- [X] 23\. One-letter avatar-initial helper
- [X] 24\. AppText cardTitle variant (display-font-15 heading recipe)
- [X] 25\. AppText captionPara variant (lineHeight:18 override)
- [X] 26\. Extract `AccountHeaderButton` (GroupsList + Dashboard)
- [X] 27\. GroupsList uses shared `useFetchOnFocus` hook
- [X] 28\. `ui.gutter` token instead of hardcoded 16 in ScreenBackground
- [X] 29\. Collapse the dead `dismissedAction` branch in native share
- [X] 30\. Derive wizard STEPS from the StepKey union
- [X] 32\. Share the `onPress ? Pressable : View` wrapper via Tappable (Card/Row/PersonRow)

Next: PR `refactor/aggressive-simplify` -> `dev`.","Done",,"Low",,,"gonglx8@gmail.com",,"Improvement",,,,,"Tue Jun 09 2026 00:26:42 GMT+0000 (GMT+00:00)","Wed Jun 10 2026 11:58:41 GMT+0000 (GMT+00:00)","Tue Jun 09 2026 00:26:42 GMT+0000 (GMT+00:00)",,"Wed Jun 10 2026 11:58:41 GMT+0000 (GMT+00:00)",,,,,"",,,,"3ea5d0a4-4955-4a0c-91f1-7da0f25eabf5",7160,"DRP-54",,
"DRP-54","DRP_02","Refactor pass 2 (structural): /simplify-refactor 2026-06-09","Second `/simplify-refactor everything apply + aggressive` pass, run after the four prior cleanup passes ([DRP-33](https://linear.app/drp-02/issue/DRP-33/code-quality-refactor-pass-2026-06-03), 06-05, [DRP-52](https://linear.app/drp-02/issue/DRP-52/refactor-whole-repo-simplify-pass-28-verified-clusters-simplify), [DRP-53](https://linear.app/drp-02/issue/DRP-53/refactor-pass-2026-06-09-verified-behavior-preserving-cleanups)) had harvested the single-line dedup/reuse/rename wins. This pass deliberately targeted the **structural** work those passes skipped.

162 review agents -> 96 raw findings -> 43 clusters -> **14 verified** (survived an adversarial skeptic). Report: `docs/refactor/2026-06-09-refactor-report-pass2.md`. Branch: `refactor/simplify-everything`.

**Outcome: 13 of 14 applied** (one commit each, sequential, gated by `pnpm lint && typecheck` + the relevant test suite). The 1 med-risk cluster (#14 router-module split) is deferred as a proposal -> [DRP-55](https://linear.app/drp-02/issue/DRP-55/split-eventsts-into-router-membershiplifecyclebundle-modules).

**Coverage caveat:** Dashboard.tsx lens agents stalled/failed this run, so Dashboard got thin review coverage - worth a focused re-run.

### Clusters

- [X] #1 Decompose `events.create()` into pure candidate-normalization + deadline helpers (2 commits)
- [X] #2 Extract `events.get` projection (counts/mine + members) into module helpers
- [X] #3 Move EventDetail's phase sub-components into `screens/event-detail/`
- [X] #4 Extract EventDetail's inline plan-header into `PlanHeaderCard`
- [X] #5 Extract GroupDetail's invite `BottomSheet` into `InviteSheet`
- [X] #6 Extract Gate's pending-invite effects into `usePendingInviteRouting`
- [X] #7 Add `clearMyReactions` + fold `update()`'s 3x CAS blocks into one applier
- [X] #8 Delete the dead `window.ts` module + its self-only tests; fix invite mirror comment
- [X] #9 Centralize the 5000ms data-poll cadence as `POLL_MS`
- [X] #10 Disambiguate EventDetail's `sheet`/`editStatus` state names
- [X] #11 Route ScreenHeader title + conditional-mode labels through variant/copy vocab
- [X] #12 Route `db/users.getUserCard` through `userCardFromRow`/`fallbackUserCard`
- [X] #13 Trim dead test-harness override params + dead env write
- [ ] #14 **Deferred ->** [DRP-55](https://linear.app/drp-02/issue/DRP-55/split-eventsts-into-router-membershiplifecyclebundle-modules)**:** split `events.ts` into membership/lifecycle/bundle modules (L/med)

### Apply log

* 14 commits (cluster #1 = 2 commits) on `refactor/simplify-everything`. Net **25 files, +2030 / -910**.
* Final gate green at HEAD: lint clean, typecheck clean, **API 407 / shared 129 / mobile 193**, 0 failures.
* Two extracted pure API helpers added 12 co-located unit tests (API 395 -> 407). Behavior, wire shapes, and pixels unchanged.","Done",,"No priority",,,"gonglx8@gmail.com",,"",,,,,"Tue Jun 09 2026 11:22:04 GMT+0000 (GMT+00:00)","Tue Jun 09 2026 12:27:13 GMT+0000 (GMT+00:00)","Tue Jun 09 2026 11:22:04 GMT+0000 (GMT+00:00)",,"Tue Jun 09 2026 12:27:13 GMT+0000 (GMT+00:00)",,,,,"",,,,"7360f04c-dad0-4715-8810-5d44bbfacf5c",8572,"DRP-33, DRP-52, DRP-53",,
